Title,Author_Id,Year,Citation_Count
Optimal one-shot scheduling for MIMO networks,23860,2011,20
"Designing and Experimenting a Hybrid Social Network Made up of People, Agents and Sensors",23860,2011,1
Social-Aware Forwarding Improves Routing Performance in Pocket Switched Networks,23860,2011,5
Social-aware stateless forwarding in pocket switched networks,23860,2011,88
Maximizing throughput in MIMO networks with variable rate streams,23860,2010,6
Self Organization and Self Maintenance of Mobile Ad Hoc Networks through Dynamic Topology Control,23860,2010,1
Dynamic route planning in vehicular networks based on future travel estimation,23860,2010,8
Vehicular Communications: Ubiquitous Networks for Sustainable Mobility [Point of View],23860,2010,11
On the Fundamental Limits of Broadcasting in Wireless Mobile Networks,23860,2010,10
The Effects of Node Cooperation Level on Routing Performance in Delay Tolerant Networks,23860,2009,22
Optimal One-Shot Stream Scheduling for MIMO Links in a Single Collision Domain,23860,2009,9
On the impact of far-away interference on evaluations of wireless multihop networks,23860,2009,7
Wireless link scheduling under a graded SINR interference model,23860,2009,23
Latency and Capacity Optimal Broadcasting in Wireless Multihop Networks,23860,2009,0
A framework for joint scheduling and diversity exploitation under physical interference in wireless mesh networks,23860,2008,8
An STDMA-based framework for QoS provisioning in wireless mesh networks,23860,2008,7
Evaluating load balancing in peer-to-peer resource sharing algorithms for wireless mesh networks,23860,2008,3
"MeshChord: A Location-Aware, Cross-Layer Specialization of Chord for Wireless Mesh Networks (concise contribution)",23860,2008,15
The SCREAM Approach for Efficient Distributed Scheduling with Physical Interference in Wireless Mesh Networks,23860,2008,20
An O(log n) dominating set protocol for wireless ad-hoc networks under the physical interference model,23860,2008,51
Analysis of multi-hop emergency message propagation in vehicular ad hoc networks,23860,2007,64
Distributed Fair Transmit Power Adjustment for Vehicular Ad Hoc Networks,23860,2006,76
A Simulation-Based Study on the Throughput Capacity of Topology Control in CSMA/CA Networks,23860,2006,3
The QoS-RWP mobility and user behavior model for public area wireless networks,23860,2006,1
Computationally efficient scheduling with the physical interference model for throughput improvement in wireless mesh networks,23860,2006,88
A framework for incentive compatible topology control in non-cooperative wireless multi-hop networks,23860,2006,12
Fair sharing of bandwidth in VANETs,23860,2005,67
Topology control with better radio models: implications for energy and multi-hop interference,23860,2005,5
COMMIT: A Sender-Centric Truthful and Energy-Efficient Routing Protocol for Ad Hoc Networks with Selfish Nodes,23860,2005,46
Analysis of a wireless sensor dropping problem in wide-area environmental monitoring,23860,2005,16
DIWANS: workshop on dependability issues in wireless ad hoc networks and sensor networks,23860,2004,0
Towards a Characterization of Polynomial Preference Elicitation with Value Queries in Combinatorial Auctions,23860,2004,4
Robust communications for sensor networks in hostile environments,23860,2004,17
Silence Is Golden with High Probability: Maintaining a Connected Backbone in Wireless Sensor Networks,23860,2004,24
Entrepreneur Negotiations: Building Meaningful Organizations,8440,2016,0
Impacts of Automated Mobility on Demand on Long-term Mobility Choices: a Case Study of Singapore,2445,2019,0
Simulating Multi-scaled Impacts of Automated Mobility-on-Demand Services,2445,2019,1
Future Mobility Sensing: An Intelligent Mobility Data Collection and Visualization Platform,2445,2018,2
Machine learning or discrete choice models for car ownership demand estimation and prediction?,2445,2017,3
Quantifying mobility: pervasive technologies for transport modeling,2445,2015,2
Activity Recognition for a Smartphone Based Travel Survey Based on Cross-User History Data,2445,2014,9
A user-centric mobility sensing system for transportation activity surveys,2445,2013,5
Transportation activity analysis using smartphones,2445,2012,9
Space and time-dependant bus accessibility: A case study in Rome,2445,2009,8
Mesoscopic Modeling of Train Operations: Application to the MBTA Red Line,6545,2019,0
Rebalancing shared mobility-on-demand systems: A reinforcement learning approach,6545,2017,9
High Speed Rail and Commuting Patterns in Yangtze River Delta: An Initial Observation,6545,2012,1
KPCA SVM with GA Model for Technological Achievements of College Students Forecasting,6545,2009,0
Correction to: The Principle of Relatedness,15245,2018,0
Spatial Analysis and Spatial House Price Index Construction: Evidence from Chengdu Housing Market,15245,2014,0
Whatâs the Effect of Urban Villages on Commercial Housing Price? An Analysis Based on Second-Hand Housing Transactions in Beijing,15245,2014,1
The Effects of Subway Construction on Housing Premium: A Micro-data Analysis in Chengduâs Housing Market,15245,2014,1
Airport Noise and Residential Property Values: Evidence from Beijing,15245,2014,0
Structural Evolutions of Small Aromatic Mixtures Under Extreme Temperature Conditions,1860,2020,0
Reconfigurable photonics enabled by optical phase change materials (Conference Presentation),1860,2018,0
Novel nanomaterials for water desalination technology,1860,2013,3
Stress engineering in amorphous silicon thin films,1860,2011,0
Cardea: An Open Automated Machine Learning Framework for Electronic Health Records,23690,2020,0
The Machine Learning Bazaar: Harnessing the ML Ecosystem for Effective System Development,23690,2020,2
Understanding User-Bot Interactions for Small-Scale Automation in Open-Source Development,23690,2020,0
Enhancing Image Steganalysis with Adversarially Generated Examples,23690,2019,0
Solving the False Positives Problem in Fraud Prediction Using Automated Feature Engineering,23690,2019,0
TILM: Neural Language Models with Evolving Topical Influence,23690,2019,0
ATMSeer: Increasing Transparency and Controllability in Automated Machine Learning,23690,2019,12
"Acquire, adapt, and anticipate: continuous learning to block malicious domains",23690,2018,1
Towards Building Active Defense Systems for Software Applications,23690,2018,1
Augmenting Software Project Managers with Predictions from Machine Learning,23690,2018,0
Summary of evolutionary computation for wind farm layout optimization,23690,2018,1
"ATM: A distributed, collaborative, scalable system for automated machine learning",23690,2017,15
FeatureHub: Towards Collaborative Data Science,23690,2017,1
"Sample, Estimate, Tune: Scaling Bayesian Auto-Tuning of Data Science Pipelines",23690,2017,1
AnonML: Locally Private Machine Learning over a Network of Peers,23690,2017,3
Learning Representations for Log Data in Cybersecurity,23690,2017,5
The Synthetic Data Vault,23690,2016,26
DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,23690,2016,16
Markov Switching Copula Models for Longitudinal Data,23690,2016,0
What Would a Data Scientist Ask? Automatically Formulating and Solving Predictive Problems,23690,2016,0
AI2: Training a Big Data Machine to Defend,23690,2016,56
"Label, Segment, Featurize: A Cross Domain Framework for Prediction Engineering",23690,2016,2
Autotuning algorithmic choice for input sensitivity,23690,2015,34
Gaussian Process-Based Feature Selection for Wavelet Parameters: Predicting Acute Hypotensive Episodes from Physiological Signals,23690,2015,4
Feature Factory: Crowd Sourced Feature Discovery,23690,2015,1
Data science foundry for MOOCs,23690,2015,7
Building Predictive Models via Feature Synthesis,23690,2015,18
Deep feature synthesis: Towards automating data science endeavors,23690,2015,57
Transfer Learning for Predictive Models in Massive Open Online Courses,23690,2015,24
OpenTuner: an extensible framework for program autotuning,23690,2014,170
Session details: Workshop: evolutionary computation for big data and big learning,23690,2014,0
A continuous developmental model for wind farm layout optimization,23690,2014,5
Flash: A GP-GPU Ensemble Learning System for Handling Large Datasets,23690,2014,2
Modeling Service Execution on Data Centers for Energy Efficiency and Quality of Service Monitoring,23690,2013,3
Cloud Driven Design of a Distributed Genetic Programming Platform,23690,2013,4
Cloud Scale Distributed Evolutionary Strategies for High Dimensional Problems,23690,2013,5
Efficient training set use for blood pressure prediction in a large scale learning classifier system,23690,2013,2
Learning regression ensembles with genetic programming at scale,23690,2013,11
On learning to generate wind farm layouts,23690,2013,3
Imprecise selection and fitness approximation in a large-scale evolutionary rule based system for blood pressure prediction,23690,2013,4
Introducing graphical models to analyze genetic programming dynamics,23690,2013,1
Flex-GP: Genetic Programming on the Cloud,23690,2012,18
An investigation of local patterns for estimation of distribution genetic programming,23690,2012,4
Graphical models and what they reveal about GP when it solves a symbolic regression problem,23690,2012,0
Optimizing energy output and layout costs for large wind farms using particle swarm optimization,23690,2012,10
How Far Is It from Here to There? A Distance That Is Coherent with GP Operators,23690,2011,5
Knowledge mining with genetic programming methods for variable selection in flavor design,23690,2010,7
Evolutionary optimization of flavors,23690,2010,4
Learning a Lot from Only a Little: Genetic Programming for Panel Segmentation on Sparse Sensory Evaluation Data,23690,2010,1
Feature Extraction from Optimization Data via DataModelerâs Ensemble Symbolic Regression,23690,2010,0
Information sharing strategy among particles in Particle Swarm Optimization using Laplacian operator,23690,2009,9
A novel ultrawide band locationing system using swarm enabled learning approaches,23690,2009,2
A particle swarm optimization based multilateration algorithm for UWB sensor network,23690,2009,3
Achieving spectrum efficiency through signal design for ultra wide band sensor networks,23690,2009,0
Swarm intelligence based optimization and control of decentralized serial sensor networks,23690,2008,7
Decision-level fusion strategies for correlated biometric classifiers,23690,2008,17
Improving Classifier Fusion Using Particle Swarm Optimization,23690,2007,17
Sensor Network Management Through Fitness Function Design In Multi-Objective Optimization,23690,2007,5
Probabilistically Driven Particle Swarms for Optimization of Multi Valued Discrete Problems: Design and Analysis,23690,2007,24
"Multiple Sectors, Multi Function, Multi Radar Dwell Time Management using Particle Swarm Optimization (M3RTM)",23690,2006,4
An Evolutionary Algorithm Based Approach for Dynamic Thresholding in Multimodal Biometrics,23690,2004,3
Dynamic sensor management using multi-objective particle swarm optimizer,23690,2004,7
Sensitivity Analysis of Limit Cycle Oscillations,1395,2011,0
Manipulating lossless video in the compressed domain,1395,2009,1
Understanding Na&#239;ve Reasonings in Signals and Systems: A Foundation for Designing Effective Instructional Material,1395,2009,0
A Comparison of Fault-Tolerant GN&amp;C System Architectures Using the Objects Process Network (OPN) Modeling Language,1395,2009,1
Student Understanding In Signals And Systems: The Role Of Interval Matching In Student Reasoning,1395,2007,0
A Comparison of GN&amp;C Architectural Approaches for Robotic and Human-Rated Spacecraft,1395,2007,6
Transverse acoustic actuation of Ni-Mn-Ga single crystals,1395,2006,1
Characterization of piezoelectrically induced actuation of Ni-Mn-Ga single crystals,1395,2005,2
Student Misconceptions in Signals and Systems and their Origins â Part II,1395,2005,1
Response of Grooved Laminated Plates to Out-of-Plane Contact Loading,14635,2009,0
Can Physical Tools that Adapt their Shape based on a Learnerâs Performance Help in Motor Skill Training?,15325,2021,0
NURBSforms: A Modular Shape-Changing Interface for Prototyping Curved Surfaces,15325,2020,0
G-ID: Identifying 3D Prints Using Slicing Parameters,15325,2020,2
Sprayable User Interfaces: Prototyping Large-Scale Interactive Surfaces with Sensors and Displays,15325,2020,0
FoodFab: Creating Food Perception Illusions using Food 3D Printing,15325,2020,2
CurveBoards: Integrating Breadboards into Physical Objects to Prototype Function in the Context of Form,15325,2020,0
Introduction to Re-Programmable Color-Changing Materials,15325,2020,0
ProtoSpray: Combining 3D Printing and Spraying to Create Interactive Displays with Arbitrary Shapes,15325,2020,0
Demonstration of FoodFab: Creating Food Perceptual Illusions using Food 3D Printing,15325,2020,0
CurveBoards Demo: Integrating Breadboards into Physical Objects to Prototype Function in the Context of Form,15325,2020,0
ProtoSpray: Combining 3D Printing and Spraying to Create Interactive Displays with Arbitrary Shapes,15325,2020,0
Photo-Chromeleon: Re-Programmable Multi-Color Textures Using Photochromic Dyes,15325,2020,0
MorphSensor: A 3D Electronic Design Tool for Reforming Sensor Modules,15325,2020,0
Demonstration of G-ID: Identifying 3D Prints Using Slicing Parameters,15325,2020,0
FormFab: Continuous Interactive Fabrication,15325,2019,7
Photo-Chromeleon: Re-Programmable Multi-Color Textures Using Photochromic Dyes,15325,2019,6
Sequential Support: 3D Printing Dissolvable Support Material for Time-Dependent Mechanisms,15325,2019,2
Integrating Electronic Components into Deformable Objects Based on User Interaction Data,15325,2019,1
FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures,15325,2019,1
FoldTronics Demo: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures,15325,2019,0
RoMA: Interactive Fabrication with Augmented Reality and a Robotic 3D Printer,15325,2018,29
MoSculp: Interactive Visualization of Shape and Time,15325,2018,5
ColorMod: Demonstration of Recoloring 3D Printed Objects using Photochromic Inks,15325,2018,1
SIGCHI Outstanding Dissertation Award: Interacting with Personal Fabrication Devices,15325,2018,0
ColorMod: Recoloring 3D Printed Objects using Photochromic Inks,15325,2018,6
Session details: Fabrication,15325,2017,0
"CrossFAB: Bridging the Gap between Personal Fabrication Research in HCI, Computer Graphics, Robotics, Art, Architecture, and Material Science.",15325,2016,4
Personal Fabrication: State of the Art and Future Research,15325,2016,4
Destructive Games: Creating Value by Destroying Valuable Physical Objects,15325,2016,5
Session details: Session 1A: Fabrication,15325,2016,0
Linespace: A Sensemaking Platform for the Blind,15325,2016,24
Protopiper: Physically Sketching Room-Sized Objects at Actual Scale,15325,2015,29
LaserStacker: Fabricating 3D Objects by Laser Cutting and Welding,15325,2015,19
Low-Fidelity Fabrication: Speeding up Design Iteration of 3D Objects,15325,2015,6
Platener: Low-Fidelity Fabrication of 3D Objects by Substituting 3D Print with Laser-Cut Plates,15325,2015,30
"Scotty: Relocating Physical Objects Across Distances Using Destructive Scanning, Encryption, and 3D Printing",15325,2015,7
Patching Physical Objects,15325,2015,44
Session details: Digital &amp; Materials Fabrication,15325,2015,0
faBrickation: fast 3D printing of functional objects by integrating construction kit building blocks,15325,2014,32
faBrickation: fast 3D printing of functional objects by integrating construction kit building blocks,15325,2014,9
faBrickation: fast 3D printing of functional objects by integrating construction kit building blocks,15325,2014,8
WirePrint: 3D printed previews for fast prototyping,15325,2014,82
Tutorial: Hot Topics in Personal Fabrication Research,15325,2014,1
LaserOrigami: laser-cutting 3D objects,15325,2013,8
constructable: interactive construction of functional mechanical devices,15325,2013,1
constructable: interactive construction of functional mechanical devices,15325,2013,1
LaserOrigami: laser-cutting 3D objects,15325,2013,32
Interactive construction: interactive fabrication of functional mechanical devices,15325,2012,51
The Materials Science Procedural Text Corpus: Annotating Materials Synthesis Procedures with Shallow Semantic Structures,14585,2019,1
Reactivity of Crystalline Slags in Alkaline Solution,14585,2019,0
The Role of Manufacturing Variability on Environmental Impact,14585,2019,0
Cobalt Criticality and Availability in the Wake of Increased Electric Vehicle Demand: A Short-Term Scenario Analysis,14585,2019,0
Environmental impact of high density interconnect printed boards as a function of design parameters,14585,2017,0
An overview of the Photonics Systems Manufacturing Consortium - A participant in the americal institute for manufacturing-integrated photonics institute,14585,2016,0
A Multiobjective Model for Biodiesel Blends Minimizing Cost and Greenhouse Gas Emissions,14585,2014,2
A Product Attribute to Impact Algorithm to Streamline IT Carbon Footprinting,14585,2012,0
Environmental assessment of information technology products using a triage approach,14585,2011,0
The Sustainability Consortium update: Type III product declaration development for laptops,14585,2011,1
Concurrent Development of RIM Parts,14585,2011,0
Energy concerns in information and communication technology and the potential for photonics integration,14585,2010,1
Improving aluminum recycling through investigations of thermodynamic effects in remelting,14585,2010,0
Life cycle analysis of plastics for packaging: PVC and PET,14585,2010,1
Improving aluminum recycling through investigations of thermodynamic effects in remelting,14585,2010,0
Data and methodological needs to assess uncertainty in the carbon footprint of ICT products,14585,2010,1
Modeling the impact of product portfolio on the economic and environmental performance of recycling systems,14585,2009,1
End-of-life LCA allocation methods: Open loop recycling impacts on robustness of material selection decisions,14585,2009,32
Modeling the economic and environmental performance of recycling systems,14585,2008,3
Original equipment manufacturer end-of-life equipment collection metrics,14585,2008,0
New Shear Thickening Dilatancy Dispersion Based on Nano-Silica Beads for Oilfield Applications,2565,2017,0
Integrated Fibre Detection Architectures for Distributed Quantum Magnetometry,2060,2019,0
"Electronic, optical, and chemical interrogation of neural circuits with multifunctional fibers (Conference Presentation)",2060,2017,0
Quantum Dots Fiber Laser with Azimuthally Polarized Radial Emission,2060,2016,0
Realizing a Mooreâs Law for Fibers,2060,2016,0
Optoelectronic Probing of Neural Circuits with Multifunctional Fibers,2060,2015,0
Optoelectronic Probing of Neural Circuits with Multifunctional Fibers,2060,2015,0
Fiber Draw Synthesis,2060,2014,0
Opportunities in Multimaterial Fibers From nanofabrication to chemical reactions to novel device architectures,2060,2013,0
Multimaterial functional fibers,2060,2013,0
Zinc Selenide Synthesis in Fiber Draw,2060,2013,0
In-fiber fabrication of size-controllable structured particles,2060,2012,0
All-in-Fiber Liquid Crystal Cell,2060,2012,0
Piezoelectric Multimaterial Fibers,2060,2011,1
Multimaterial piezoelectric fibres â Fibers that can hear and sing,2060,2011,0
Towards Thermally-Drawn Nano-Structured Solar Cell,2060,2010,0
Multimaterial fiber sensors,2060,2010,3
Distributed Light Sensing with Convex Potential Fibers,2060,2010,0
Novel fabrication and optoelectronic property of semiconductor filaments by optical-fiber thermal drawing,2060,2009,0
Multimaterial photosensitive fiber constructs enable large-area optical sensing and imaging,2060,2009,0
Novel Fabrication and Enhanced Photosensitivity of Selenium Filament Arrays by Optical-Fiber Thermal Drawing,2060,2009,0
Spectral Properties of Liquid-Core Bragg Fibers,2060,2009,0
Multimaterial Fibers and Integrated Fiber Photonic Devices,2060,2008,0
Efficient mid-IR spectral generation via 4 th order cascaded-Raman amplification,2060,2008,0
Geometry and Structure of Multimaterial Photodetecting Fibers: a Comparative Study,2060,2007,0
Transmission of different angular-momentum modes in cylindrically symmetric photonic bandgap fibers in the near infrared,2060,2007,0
Large-scale optical lensless imaging with geometric fiber constructs,2060,2007,0
Dynamic Surface Emitting Fiber Laser,2060,2007,0
Novel Specialty and Photonic Bandgap Fibers for Sensing Applications,2060,2006,0
Detaecting large-area optical fields using geometric fiber constructs,2060,2006,0
"Novel optoelectronic fibers codrawn from conducting, semiconducting and insulating materials",2060,2005,0
Complete modal decomposition for optical waveguides,2060,2005,1
To Be Determined,2060,2005,0
Modeling the impact of manufacturing imperfections on photonic crystal device performance: design of perturbation-tolerant PBG components,2060,2004,0
Cylindrical photonic bandgap fibers for high-power laser transmission (Abstract Only),2060,2004,0
Guided Growth of Bacterial Cellulose Biofilms,2255,2018,0
Effects of Chondroadherin on Cartilage Nanostructure and Biomechanics via Murine Model,2255,2013,0
Mechanical Anisotropy of Individual Osteons in Bone Tissue at High Spatial Resolutions,2255,2009,0
Protein Forced Unfolding and Its Effects on the Finite Deformation Stress-Strain Behavior of Biomacromolecular Solids,2255,2005,3
Plasmon-enhanced conjugated polymer luminescence using silver nanoparticles and sequentially adsorbed polyelectrolyte spacers,3250,2005,2
Electrochemical Oxidation in AlGaN/GaN-on-Si High Electron Mobility Transistors,1300,2019,0
Origin of physical degradation in AlGaN/GaN on Si high electron mobility transistors under reverse bias stressing,1300,2015,5
Mechanical property characterization of cu-Sn-In intermetallic thin films using microcantilevers,1300,2011,0
Effects of side reservoirs on the electromigration lifetime of copper interconnects,1300,2011,4
The Effects of Pre-existing Voids on Electromigration Lifetime Scaling,1300,2010,0
Hidden Markov Model for Quantifying Clinician Expertise in Flexible Instrument Manipulation,1300,2010,1
Effect of bonding and aging temperatures on bond strengths of Cu with 75Sn25In solders,1300,2009,1
Microstructure of cobalt nanocluster arrays fabricated by solid-state dewetting,1300,2008,0
Carbon nanotubes as interconnects: Emerging technology and potential reliability issues,1300,2008,2
Growth and Characteristics of ZnO Nanotube Arrays on Si Substrate by Atomic Layer Deposition in Anodic Aluminum Oxide,1300,2008,0
Using line-length effects to optimize circuit-level reliability,1300,2008,7
Towards Scarless Surgery: An Endoscopic-Ultrasound Navigation System for Transgastric Access Procedures,1300,2006,2
Thermal aware cell-based full-chip electromigration reliability analysis,1300,2005,3
Electromigration Reliability Comparison of Cu and Al Interconnects,1300,2005,12
Multi-Via Electromigration Test Structures for Identification and Characterization of Different Failure Mechanisms,1300,2005,0
Circuit level reliability analysis of Cu interconnects,1300,2004,20
Experiments and models for circuit-level assessment of the reliability of Cu metallization,1300,2004,0
A Review of Pavement Economic Studies at the MIT Concrete Sustainability Hub,3750,2019,0
Overview of Pavement Life Cycle Assessment Use Phase Research at the MIT Concrete Sustainability Hub,3750,2019,3
Exploring Drivers of Copper Supply and Demand Using a Dynamic Market Simulation,3750,2019,0
Cobalt Criticality and Availability in the Wake of Increased Electric Vehicle Demand: A Short-Term Scenario Analysis,3750,2019,0
The importance of incorporating uncertainty into pavement life cycle cost and environmental impact analyses,3750,2017,1
An overview of the Photonics Systems Manufacturing Consortium - A participant in the americal institute for manufacturing-integrated photonics institute,3750,2016,0
A Simulation Framework for Network Level Cost Analysis in Infrastructure Systems,3750,2015,4
A Multiobjective Model for Biodiesel Blends Minimizing Cost and Greenhouse Gas Emissions,3750,2014,2
"Sustainable Mobility: Lithium, Rare Earth Elements, and Electric Vehicles",3750,2013,1
A Product Attribute to Impact Algorithm to Streamline IT Carbon Footprinting,3750,2012,0
What&#39;s your number?: Navigating the shifting landscape of ICT carbon footprint labels and standards,3750,2012,0
Identifying and assessing material criticality to promote sustainable material use,3750,2012,1
Enabling fuel efficient vehicles through integration of design tools and early-stage cost estimation,3750,2012,0
Methods for estimating end of life electronics exports from North America,3750,2011,0
Environmental assessment of information technology products using a triage approach,3750,2011,0
A Methodology for Evaluating Body Architecture Concepts Using Technical Cost Modeling,3750,2011,0
The energy impact of U.S. passenger vehicle fuel economy standards,3750,2010,7
Life cycle analysis of plastics for packaging: PVC and PET,3750,2010,1
Improving aluminum recycling through investigations of thermodynamic effects in remelting,3750,2010,0
Modeling electronic waste recovery systems under uncertainty,3750,2010,1
Improving aluminum recycling through investigations of thermodynamic effects in remelting,3750,2010,0
Modeling electronic waste recovery systems under uncertainty,3750,2010,0
Energy concerns in information and communication technology and the potential for photonics integration,3750,2010,1
Modeling the impact of product portfolio on the economic and environmental performance of recycling systems,3750,2009,1
Cost Modeling of Flexible Assembly Systems,3750,2009,1
Selection of lightweighting strategies for use across an automaker&#39;s vehicle fleet,3750,2009,2
Strategies to address risks of platinum scarcity for supply chain downstream firms,3750,2009,5
End-of-life LCA allocation methods: Open loop recycling impacts on robustness of material selection decisions,3750,2009,32
Is economic value an effective proxy for embodied energy and environmental impact in material systems?,3750,2009,0
Supply and demand in the material recovery system for cathode ray tube glass,3750,2009,4
Modeling the economic and environmental performance of recycling systems,3750,2008,3
Modeling Costs and Fuel Economy Benefits of Lightweighting Vehicle Closure Panels,3750,2008,8
Characterizing architectural options for electronic waste recycling systems,3750,2008,2
Original equipment manufacturer end-of-life equipment collection metrics,3750,2008,0
Characterizing architectural options for electronic waste recycling systems,3750,2008,0
The Dynamics of the availability of platinum group metals for electronics manufacturers,3750,2008,1
Characterizing the CapEx and OpEx Tradeoffs in Next Generation Fiber-to-the-Home Networks,3750,2008,4
Assessing the sustainability of the material recovery system for CRT glass,3750,2008,0
A case study of the availability of platinum group metals for electronics manufacturers,3750,2008,5
A Comparison of North American Electronics Recycling Systems,3750,2007,6
A Process-Based Model of End-of-Life Electronics Recycling Driving Eco-Efficiency-Informed Decisions,3750,2006,4
Operational sustainability metrics assessing performance of electronics recycling systems,3750,2004,2
A DEEP LEARNING PRACTICUM: CONCEPTS AND PRACTICES FOR TEACHING ACTIONABLE MACHINE LEARNING AT THE TERTIARY EDUCATION LEVEL,5680,2019,1
Educational programs in computer science and law: panel,5680,2019,0
Skill progression in MIT app inventor,5680,2016,15
Measuring the usability and capability of App inventor to create mobile Applications,5680,2015,10
No technical understanding required: Helping users make informed choices about access to their personal data,5680,2014,10
Can apps play by the COPPA Rules?,5680,2014,3
Live Programming of Mobile Apps in App Inventor,5680,2014,2
From computational thinking to computational values,5680,2012,1
Teaching with app inventor for android (abstract only),5680,2012,1
Teaching CS principles with app inventor,5680,2012,15
Workshop â Google App Inventor for Android: Creating mobile applications as a first computing experience,5680,2010,0
"MIT&#39;s Strategy for Educational Technology Innovation, 1999â2003",5680,2008,4
Factors affecting the adoption of faculty-developed academic software: A study of five iCampus projects,5680,2007,4
Towards Practical Multi-Object Manipulation using Relational Reinforcement Learning,23930,2020,0
Learning Instance Segmentation by Interaction,23930,2018,5
Zero-Shot Visual Imitation,23930,2018,21
Combining self-supervised learning and imitation for vision-based rope manipulation,23930,2017,26
Curiosity-Driven Exploration by Self-Supervised Prediction,23930,2017,132
What will Happen Next? Forecasting Player Moves in Sports Videos,23930,2017,15
Human Pose Estimation with Iterative Error Feedback,23930,2016,167
Generic 3D Representation via Pose Estimation and Matching,23930,2016,21
Learning to See by Moving,23930,2015,165
Analyzing the Performance of Multilayer Neural Networks for Object Recognition,23930,2014,107
Sat2Graph: Road Graph Extraction Through Graph-Tensor Encoding,14970,2020,0
Annulus: A Dual Congestion Control Loop for Datacenter and WAN Traffic Aggregates,14970,2020,1
MIRIS: Fast Object Track Queries in Video,14970,2020,0
Learning Multi-Dimensional Indexes,14970,2020,7
Learned garbage collection,14970,2020,0
BeeCluster: drone orchestration via predictive optimization,14970,2020,0
Bertha: Tunneling through the Network API,14970,2020,0
End-to-end transport for video QoE fairness,14970,2019,1
A Distributed Algorithm to Calculate Max-Min Fair Rates Without Per-Flow State,14970,2019,5
HPCC: high precision congestion control,14970,2019,18
Backpressure Flow Control,14970,2019,1
Learning scheduling algorithms for data processing clusters,14970,2019,15
Routing Cryptocurrency with the Spider Network,14970,2018,8
RoadRunner: improving the precision of road network inference from GPS trajectories,14970,2018,5
Machine-assisted map editing,14970,2018,4
RoadTracer: Automatic Extraction of Road Networks from Aerial Images,14970,2018,31
Elasticity Detection: A Building Block for Delay-Sensitive Congestion Control,14970,2018,3
Restructuring Endpoint Congestion Control,14970,2018,1
Homa: a receiver-driven low-latency transport protocol using network priorities,14970,2018,36
Restructuring endpoint congestion control,14970,2018,6
The Case for Moving Congestion Control Out of the Datapath,14970,2017,8
Fast and Smart Network Resource Management for Datacenters and Beyond,14970,2017,0
Rethinking Congestion Control for Cellular Networks,14970,2017,5
Language-Directed Hardware Design for Network Performance Monitoring,14970,2017,63
dRMT: Disaggregated Programmable Switching,14970,2017,22
Demonstration of the Marple System for Network Performance Monitoring,14970,2017,0
Neural Adaptive Video Streaming with Pensieve,14970,2017,226
Hardware-Software Co-Design for Network Performance Measurement,14970,2016,3
Resource Management with Deep Reinforcement Learning,14970,2016,175
Packet Transactions: High-Level Programming for Line-Rate Switches,14970,2016,82
Programmable Packet Scheduling at Line Rate,14970,2016,47
NUMFabric: Fast and Flexible Bandwidth Allocation in Datacenters,14970,2016,28
Scheduling Mix-flows in Commodity Datacenters with Karuna,14970,2016,45
J uggler: a practical reordering resilient network stack for datacenters,14970,2016,12
"Costly Circuits, Submodular Schedules and Approximate Carath&#233;odory Theorems",14970,2016,6
Towards Programmable Packet Scheduling,14970,2015,12
High Speed Networks Need Proactive Congestion Control,14970,2015,22
Millions of little minions: using packets for low latency network programming and visibility,14970,2014,37
CONGA: distributed congestion-aware load balancing for datacenters,14970,2014,167
Tiny packet programs for low-latency network control and monitoring,14970,2013,21
On the Data Path Performance of Leaf-Spine Datacenter Fabrics,14970,2013,28
pFabric: minimal near-optimal datacenter transport,14970,2013,205
Versatile refresh: low complexity refresh scheduling for high-throughput multi-banked eDRAM,14970,2012,6
Deconstructing datacenter packet transport,14970,2012,31
"Analysis of DCTCP: stability, convergence, and fairness",14970,2011,49
Stability analysis of QCN: the averaging principle,14970,2011,27
Data center TCP (DCTCP),14970,2010,500
AF-QCN: Approximate Fairness with Quantized Congestion Notification for Multi-tenanted Data Centers,14970,2010,50
Data center transport mechanisms: Congestion control theory and IEEE standardization,14970,2008,58
Architecture of Next Generation of E-Commerce with Fuzzy-GA-Based Negotiator Agents,14970,2007,0
Streamlining Governmental Processes by Putting Citizens in Control of Their Personal Data,5685,2020,0
Linked Data on theWeb and its Relationship with Distributed Ledgers (LDOW/LDDL),5685,2019,0
"Decentralised Authoring, Annotations and Notifications for a Read-Write Web with dokieli",5685,2017,12
Linked Data Notifications: A Resource-Centric Communication Protocol,5685,2017,12
LDOW2017: 10th Workshop on Linked Data on the Web,5685,2017,0
LDOW2016: 9th Workshop on Linked Data on the Web,5685,2016,1
A Demonstration of the Solid Platform for Social Web Applications,5685,2016,25
LDOW 2013: The 8th Workshop on Linked Data on the Web,5685,2015,2
Designing the web for an open society,5685,2011,4
4th linked data on the web workshop (LDOW2011),5685,2011,2
"Put in Your Postcode, Out Comes the Data: A Case Study",5685,2010,10
Interacting with eHealth: towards grand challenges for HCI,5685,2009,2
Policy-Aware Content Reuse on the Web,5685,2009,10
Linked data on the web (LDOW2008),5685,2008,129
